International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Total_Minutes,Total_Calls,Avg_Daily_Usage,Call_Frequency,Intl_Usage_Rate,High_Service_Calls,log_Total_Minutes,log_Avg_Daily_Usage,log_Call_Frequency,Churn
0,0,0,149.8,123,276.3,241.4,75,10.9,7,2,678.4,280,185.01818181818183,76.36363636363636,0.016043567853988815,0,6.521210055726484,5.225844420646469,4.348516855775004,0
0,0,0,115.9,87,111.3,170.2,77,7.1,4,1,404.5,224,93.34615384615384,51.692307692307686,0.01750924784217016,0,6.005120873555468,4.546970506237007,3.9644694808006884,0
0,0,0,131.7,108,216.5,196.1,126,11.0,5,1,555.3,342,208.23749999999995,128.24999999999997,0.019773503505302895,0,6.321307717081248,5.343469970428738,4.861748513388538,0
0,0,0,101.4,48,159.1,259.2,53,12.2,2,1,531.9000000000001,222,118.20000000000002,49.333333333333336,0.022893601050853814,0,6.278333789302737,4.7808027546312495,3.9186675481468147,0
0,1,23,149.0,104,235.8,201.8,76,9.5,5,4,596.1,252,125.05594405594407,52.86713286713287,0.015910232791827163,1,6.392084603552947,4.836725808856448,3.9865205120930587,0
0,1,36,96.8,123,170.6,166.0,85,13.4,4,2,446.79999999999995,317,95.06382978723403,67.44680851063829,0.029924073246985265,0,6.104346704164654,4.5650128641410275,4.226056925528968,0
0,0,0,107.5,121,256.4,247.2,131,12.6,3,2,623.6999999999999,301,97.96335078534031,47.27748691099477,0.020169681447094606,0,6.437271534499524,4.594749587508372,3.8769653424925115,0
0,0,0,232.8,95,303.4,255.6,104,12.9,7,0,804.7,317,241.41,95.1,0.016010922179471268,0,6.69171146478315,5.4906305074696435,4.565389315976247,1
0,1,43,121.1,105,260.2,222.4,100,8.3,5,3,611.9999999999999,325,144.56692913385825,76.77165354330708,0.013539967373572598,0,6.418364935936212,4.980635974893854,4.353777014449536,0
0,0,0,124.3,70,270.7,239.5,83,3.5,6,0,638.0,258,119.625,48.375,0.005477308294209703,0,6.459904454377535,4.79268655965915,3.899444223221286,0
0,0,0,157.7,101,298.6,216.9,99,13.8,3,1,687.0,303,168.9344262295082,74.50819672131148,0.020058139534883723,0,6.5337888379333435,5.1354126345763405,4.324241216207319,0
0,0,0,124.3,68,207.1,157.4,93,14.8,1,0,503.59999999999997,250,101.39597315436241,50.335570469798654,0.029330162504954422,0,6.223766036206957,4.628847387167743,3.9383838933764066,0
0,0,0,286.4,125,205.7,191.4,141,6.9,6,1,690.4,346,142.8413793103448,71.58620689655172,0.009979751229389645,0,6.538718527487524,4.968711159876061,4.284774916130008,1
0,1,25,173.0,91,245.8,300.0,99,4.8,3,0,723.5999999999999,257,138.26751592356686,49.10828025477707,0.006624344465912228,0,6.585619778460977,4.936396658498713,3.9141862689809344,0
0,1,31,218.5,130,134.2,118.9,105,9.4,6,0,481.0,344,78.85245901639345,56.39344262295082,0.01950207468879668,0,6.1779441140506,4.380180669633232,4.0499300567813545,0
0,0,0,41.9,124,211.0,237.9,55,11.4,5,1,502.2,279,138.22018348623854,76.78899082568807,0.0226550079491256,0,6.22098770538623,4.936056733698555,4.353999915074859,0
0,0,0,260.8,87,258.1,131.3,123,5.8,2,1,656.0,290,302.7692307692307,133.84615384615384,0.008828006088280061,0,6.48768401848461,5.716268303825112,4.904134527459698,0
0,0,0,226.7,94,168.4,188.7,117,10.2,1,0,594.0,341,181.83673469387756,104.38775510204081,0.01714285714285714,0,6.38856140554563,5.208593594486952,4.657646453855906,0
0,0,0,179.3,147,208.9,248.2,98,13.5,6,1,649.9000000000001,340,216.63333333333335,113.33333333333333,0.020740513135658317,0,6.4783560205783415,5.382811689524479,4.73911815849783,1
0,1,23,175.7,82,258.9,268.4,154,14.1,7,1,717.1,379,213.0,112.57425742574257,0.019635148308035092,0,6.5766088351162715,5.365976015021851,4.732456873440008,0
0,0,0,157.4,107,167.8,188.8,102,8.8,3,3,522.8,324,101.84415584415582,63.11688311688311,0.016800305460099276,0,6.261109932073611,4.633214792356728,4.160707716405179,0
0,0,0,113.1,74,168.8,262.9,126,6.9,2,1,551.6999999999999,297,312.2830188679245,168.11320754716982,0.012484168626741452,0,6.314815358839217,5.747106995620808,5.13056835780524,1
0,0,0,182.7,142,246.5,218.0,103,8.8,2,1,656.0,310,77.17647058823529,36.470588235294116,0.013394216133942162,0,6.48768401848461,4.3589687146570295,3.623556311515947,0
1,0,0,161.3,83,124.4,262.0,98,14.1,3,0,561.8000000000001,267,79.87677725118485,37.96208530805687,0.02505330490405117,0,6.332924325240234,4.392926727864741,3.662589001676067,1
0,0,0,142.5,92,208.3,228.9,120,7.5,2,2,587.2,316,189.4193548387097,101.93548387096774,0.012750765045902753,0,6.377067026119895,5.249228770755543,4.634102421793097,0
1,0,0,190.5,108,259.7,141.5,111,9.7,2,2,601.4000000000001,329,214.78571428571433,117.50000000000001,0.016102257636122174,0,6.400921676485684,5.374285851771414,4.774912960575186,1
1,1,15,159.3,110,170.6,141.2,82,11.9,5,1,482.99999999999994,317,131.72727272727272,86.45454545454545,0.024586776859504136,0,6.182084906716631,4.888296441904012,4.471119177867336,0
1,1,39,153.8,106,123.3,117.8,103,9.2,6,1,404.1,326,81.91216216216216,66.08108108108108,0.022710441866205872,0,6.004133950208645,4.417781760212432,4.205902053120328,0
1,0,0,180.7,127,174.6,165.3,114,12.0,6,2,532.5999999999999,341,221.91666666666663,142.08333333333334,0.02248875562218891,0,6.279646494601414,5.406798009542107,4.963427211109475,0
0,0,0,202.7,105,224.9,253.9,108,12.1,7,0,693.6,310,126.8780487804878,56.70731707317073,0.017420097898070832,0,6.5433361403099735,4.851077065868225,4.055383977834024,0
0,1,35,190.8,100,261.3,209.5,108,8.9,6,0,670.5,307,209.53125,95.9375,0.01325390915860015,0,6.509514015963292,5.349634098160934,4.5740664409367575,0
0,0,0,205.1,102,232.7,259.9,95,9.2,6,2,706.9,312,220.90624999999997,97.5,0.012996185901963553,0,6.562302840780143,5.402254995382367,4.590056548178043,0
0,1,28,235.6,124,236.8,241.2,127,7.7,2,1,721.3,366,137.828025477707,69.93630573248407,0.010660390419493286,0,6.582440565056801,4.933235940354681,4.2617823720447925,0
0,0,0,189.3,77,155.9,186.0,83,7.4,3,0,538.6,291,91.80681818181819,49.602272727272734,0.013713862120088955,0,6.290828124333601,4.5305201088800695,3.923996490843496,0
0,1,42,166.9,101,273.2,171.0,106,11.5,1,1,622.6,292,151.85365853658539,71.21951219512195,0.018441308531109684,0,6.4355091371836215,5.029480983520368,4.279710261397283,0
0,0,0,245.2,87,254.1,239.4,91,7.5,4,0,746.1999999999999,265,209.214953271028,74.29906542056074,0.010037473233404712,0,6.616332886914633,5.348130594214393,4.32146772331529,1
0,0,0,132.6,125,221.1,127.9,101,12.7,2,4,494.3,295,105.17021276595744,62.76595744680851,0.02564102564102564,1,6.2051636395941925,4.665043587035505,4.155219465606605,1
0,1,14,192.3,86,88.7,229.4,120,10.5,3,2,520.9,299,107.77241379310342,61.86206896551723,0.020118796704349493,0,6.257475998649367,4.689257752576943,4.140942944692189,0
1,0,0,122.0,110,220.2,179.7,124,10.8,2,2,532.6999999999999,336,110.21379310344825,69.51724137931033,0.020236087689713324,0,6.279833883339899,4.711454412824393,4.255857238490428,1
0,0,0,193.0,101,250.0,133.3,79,9.6,2,2,585.9,263,122.0625,54.79166666666667,0.016357130686658717,0,6.374854447564289,4.812692356399344,4.021624515343227,0
0,0,0,158.6,112,220.0,252.9,106,9.1,3,0,640.6,335,141.30882352941177,73.89705882352942,0.014183291770573566,0,6.463965056552305,4.957999509704836,4.316114621708498,0
0,0,0,153.6,92,205.5,114.5,89,12.5,10,1,486.1,279,163.85393258426967,94.04494382022472,0.025662081708068156,0,6.188469440812497,5.105059824764107,4.5543498725718745,0
1,1,40,221.6,79,157.1,222.4,124,11.5,3,1,612.6,280,157.0769230769231,71.7948717948718,0.01874185136897001,0,6.419343250053046,5.063081769468798,4.287645510343324,0
0,0,0,244.7,81,168.0,281.5,87,6.6,1,1,700.8000000000001,286,412.23529411764713,168.23529411764707,0.009404388714733541,0,6.5536484631491145,6.02401715014573,5.1312900194953315,0
0,1,24,239.8,103,285.9,256.7,106,9.5,4,0,791.9000000000001,278,138.12209302325581,48.48837209302326,0.011981334342287804,0,6.675697110278353,4.935351914665863,3.9017377347679725,0
0,0,0,242.5,83,245.4,219.6,80,10.0,3,3,717.5,263,120.25139664804469,44.07821229050279,0.013917884481558803,0,6.5771657055190795,4.797866048498013,3.8083990320077517,1
0,1,39,117.6,82,159.2,236.4,113,11.3,10,2,524.4999999999999,265,187.32142857142856,94.64285714285715,0.021503330161750718,0,6.264350190317006,5.2381502293552655,4.560621016075914,0
0,0,0,218.2,76,169.3,141.1,99,8.0,1,1,536.6,236,136.42372881355934,60.0,0.01488095238095238,0,6.28711478920894,4.923069063666171,4.110873864173311,0
0,1,29,144.6,97,140.0,165.4,148,10.9,3,1,460.9,350,120.23478260869564,91.30434782608695,0.02359818142455077,0,6.13534841743656,4.797729017683094,4.525091245774107,0
1,0,0,153.6,108,232.9,214.2,92,14.1,4,0,614.8000000000001,289,227.70370370370372,107.03703703703702,0.022897044494965896,0,6.4229222354904,5.432427295491849,4.682474103863393,1
0,1,29,135.8,104,222.5,235.6,92,7.9,6,2,601.8,303,240.71999999999997,121.2,0.013105507631055079,0,6.401585466752341,5.487780031493358,4.805659046737495,0
0,1,31,202.5,91,241.4,169.6,77,7.8,2,1,621.3,278,105.9034090909091,47.38636363636364,0.012534147517274627,0,6.433422291575172,4.671925707989386,3.8792180309752182,0
0,1,34,152.2,119,227.1,195.7,103,12.3,5,1,587.3,318,189.4516129032258,102.58064516129032,0.020907700152983176,0,6.37723702187041,5.249398161795162,4.6403504896043675,0
0,0,0,138.9,111,211.6,179.5,91,10.8,3,1,540.8,307,159.05882352941177,90.29411764705883,0.01993355481727575,0,6.294896929650995,5.07554139472703,4.514086356686948,0
0,0,0,127.0,102,206.9,231.7,99,6.1,6,0,571.6999999999999,314,107.19375,58.875,0.0106513008555963,0,6.350362019399811,4.683923601342903,4.09225905573108,0
0,0,0,168.6,87,259.2,279.8,123,7.3,4,1,714.8999999999999,319,168.87401574803147,75.35433070866142,0.010196954881966756,0,6.573540492402139,5.135057078476783,4.335384751845955,0
0,0,0,286.6,73,223.2,203.7,107,11.5,5,1,725.0,293,258.92857142857144,104.64285714285715,0.01584022038567493,0,6.587550014824796,5.560406867996901,4.660064133095541,1
0,1,29,164.6,121,262.8,123.8,131,15.2,4,1,566.4,364,89.43157894736842,57.473684210526315,0.026788861473387382,0,6.341064522374751,4.504593531037516,4.068576810473189,0
0,0,0,144.0,90,135.8,212.4,129,13.0,4,1,505.20000000000005,314,139.04587155963304,86.42201834862385,0.025681548794942707,0,6.226931848111024,4.9419700229398345,4.470747177119044,0
0,1,47,141.6,95,207.9,203.6,95,10.2,11,0,563.3000000000001,331,138.51639344262298,81.39344262295083,0.018075491759702283,0,6.335586024975094,4.938182110074717,4.411505853930226,0
0,0,0,204.3,65,247.3,214.7,94,12.0,4,1,678.3,286,228.6404494382022,96.40449438202246,0.017665243633151775,0,6.521062856197256,5.436514822440015,4.5788723531365,0
0,0,0,163.2,80,167.6,87.5,90,6.2,10,1,424.49999999999994,270,78.6111111111111,50.0,0.014571092831962399,0,6.053264948013429,4.377153669932007,3.9318256327243257,0
0,0,0,176.1,103,199.7,263.9,96,8.5,6,2,648.1999999999999,335,158.09756097560975,81.70731707317074,0.013093037584719656,0,6.475740835640436,5.0695176050917885,4.415308075421331,0
0,1,36,254.2,78,228.1,98.0,125,13.8,7,5,594.0999999999999,315,100.69491525423727,53.389830508474574,0.02318937993614519,1,6.388729458650806,4.6219773043044725,3.9961771972041373,0
0,0,0,174.9,105,262.0,210.0,93,8.5,5,1,655.4,278,150.09160305343508,63.664122137404576,0.01294942108470445,0,6.486770359215936,5.017886295619584,4.169206521230399,0
1,0,0,187.3,118,160.7,263.8,112,9.6,2,0,621.4,343,120.27096774193548,66.38709677419355,0.015424164524421594,0,6.433582972864182,4.7980274446973485,4.210453557071419,1
0,0,0,211.8,84,230.9,217.1,99,10.7,9,3,670.5000000000001,329,216.29032258064518,106.12903225806451,0.01593447505584512,0,6.509514015963292,5.3812343514370164,4.6740340168916,0
0,0,0,241.9,102,126.9,185.6,92,11.7,6,0,566.1,317,123.96350364963504,69.41605839416059,0.020631281960853464,0,6.340535655019982,4.828021723867608,4.254421339342429,0
0,0,0,161.6,104,196.3,294.8,111,13.8,2,1,666.5,336,136.0204081632653,68.57142857142857,0.02067415730337079,0,6.503539390274405,4.9201298794293535,4.242353974027276,0
0,0,0,194.0,103,241.0,227.5,153,11.9,5,0,674.4,377,131.37662337662337,73.44155844155844,0.017619188628960617,0,6.515305107951467,4.885651067314729,4.310014367094379,0
0,0,0,109.7,148,223.8,240.3,96,15.4,8,3,589.1999999999999,339,121.90344827586205,70.13793103448275,0.02609284988139614,0,6.380461462508839,4.811399073752525,4.264620683084778,0
1,0,0,277.0,119,238.3,94.4,96,8.3,3,1,617.9999999999999,324,99.67741935483869,52.25806451612903,0.013408723747980618,0,6.428105272684596,4.611921537785633,3.9751492394349817,0
0,0,0,192.1,83,163.6,169.7,138,6.1,3,0,531.5,312,133.99159663865547,78.65546218487394,0.011455399061032863,0,6.277582897583581,4.905212529379926,4.377710611341512,0
0,0,0,198.4,147,216.9,112.8,125,13.1,4,0,541.2,397,159.1764705882353,116.76470588235294,0.024160826263371446,0,6.295634937064565,5.076276148617543,4.76868861581895,0
0,0,0,184.8,98,216.4,141.1,116,18.4,3,2,560.7,342,202.66265060240966,123.61445783132531,0.032757699839772114,0,6.330967899538387,5.316464951499295,4.825224633581206,0
0,0,0,167.8,119,142.0,190.7,128,7.3,4,2,507.8,374,104.34246575342465,76.84931506849314,0.014347484276729558,0,6.232055012025913,4.657216621351298,4.35477510014873,0
0,0,0,139.2,140,191.4,286.5,125,11.8,3,3,628.9,381,174.69444444444443,105.83333333333333,0.01873313224321321,0,6.445561076627883,5.1687463751396105,4.671269987692615,0
0,0,0,121.6,84,165.3,243.9,95,8.9,2,1,539.6999999999999,296,188.26744186046508,103.25581395348837,0.016460144257444055,0,6.292864596387959,5.2431610511379905,4.646847628461877,0
0,1,39,270.4,99,245.1,108.9,113,15.4,7,1,639.8,329,125.45098039215686,64.50980392156863,0.024032459425717856,0,6.462717395754149,4.839854726286052,4.182199809632431,0
0,1,23,253.0,78,138.9,277.8,104,11.8,3,2,681.5,306,140.03424657534245,62.87671232876712,0.01728937728937729,0,6.525762527059115,4.94900274439981,4.156954855659929,0
0,0,0,200.6,106,152.5,199.4,128,7.7,2,3,560.2,363,127.31818181818181,82.5,0.013720598717034925,0,6.330077348228306,4.854512974895173,4.42484663185681,0
0,0,0,167.6,96,176.0,250.9,113,13.4,6,2,607.9,304,145.89600000000002,72.96000000000001,0.02200689768434883,0,6.411654050614528,4.989724853401344,4.303524406518924,0
0,0,0,156.5,67,204.3,141.9,72,9.9,2,2,512.6,244,116.5,55.45454545454545,0.019275700934579438,0,6.2414447523757515,4.7664383335842135,4.033435809135108,0
0,1,25,215.1,140,197.4,162.1,117,10.6,10,1,585.2,336,147.52941176470588,84.70588235294117,0.01808256567724326,0,6.373661028276792,5.0007829976532445,4.4509214621389885,0
0,0,0,301.7,82,167.1,72.2,89,10.5,6,1,551.5,295,206.81249999999997,110.62499999999999,0.019004524886877826,0,6.314453433391908,5.336636230850173,4.715145039196663,0
0,1,42,152.3,90,267.5,266.9,130,11.3,5,7,698.0,327,170.2439024390244,79.75609756097562,0.016165951359084406,1,6.54965074223381,5.143088870312941,4.391433470842939,0
0,0,0,195.4,116,212.1,138.4,134,15.1,11,1,561.0,362,171.73469387755102,110.81632653061224,0.026868327402135232,0,6.331501849893691,5.151756855987454,4.716857583427789,0
0,0,0,208.7,97,275.5,182.5,122,8.0,3,2,674.7,305,202.41,91.5,0.011839573775344087,0,6.515749190558129,5.315223646614395,4.52720864451838,0
0,1,29,190.1,87,223.2,256.2,130,14.2,6,0,683.7,346,122.08928571428574,61.78571428571429,0.020739009785307433,0,6.5289807861270175,4.8129099921505025,4.139727568069919,0
0,1,17,183.2,95,252.8,156.7,95,9.7,3,0,602.4000000000001,318,127.26760563380283,67.1830985915493,0.016075571760026514,0,6.402580326724961,4.854118750526503,4.222196712898379,0
1,0,0,54.2,100,303.2,171.8,84,8.6,2,1,537.8000000000001,270,109.75510204081634,55.10204081632653,0.015961395694135114,0,6.2893444445362094,4.707321475952778,4.027172190054619,1
0,1,26,208.0,115,185.0,177.7,144,8.1,9,1,578.8000000000001,381,560.1290322580645,368.7096774193548,0.013970334598137287,0,6.3626832164875555,6.329950883100897,5.912718042011553,0
0,0,0,230.3,110,77.9,247.1,105,13.2,4,1,568.5000000000001,306,170.55000000000004,91.8,0.023178226514486387,0,6.344758782887237,5.144874769304459,4.530446639792155,0
0,1,21,195.7,119,106.2,157.4,94,5.3,3,2,464.59999999999997,311,169.97560975609755,113.78048780487805,0.011383161512027493,0,6.143326896417228,5.141520913324328,4.743021502583,0
0,0,0,166.1,93,175.9,243.5,55,16.2,3,2,601.7,257,133.7111111111111,57.111111111111114,0.026879044300647085,0,6.401419560488998,4.903132567847429,4.062356886728703,0
0,1,28,135.9,117,244.5,207.5,74,11.5,3,4,599.4,296,168.05607476635512,82.99065420560747,0.01915389740173218,1,6.397596099759307,5.130230463239728,4.430705533196467,1
1,0,0,189.1,122,223.2,269.0,116,13.9,3,2,695.1999999999999,333,189.6,90.81818181818183,0.01996552714737145,0,6.545636975377338,5.250176991220101,4.519810337036935,1
0,1,43,177.9,117,175.1,161.3,117,11.5,4,1,525.8,308,105.16,61.6,0.021829916476841307,0,6.2668209698691255,4.664947390023952,4.136765278106052,0
0,1,39,143.9,73,210.3,129.2,117,12.5,8,2,495.90000000000003,315,177.1071428571429,112.50000000000001,0.0251559669953713,0,6.208388798608275,5.182385295370919,4.7318028369214575,0
1,0,0,148.2,138,159.6,197.4,62,8.6,3,2,513.8,326,86.59550561797752,54.9438202247191,0.016705516705516708,0,6.243778475721972,4.472729690895312,4.024347976910043,0
0,0,0,287.1,115,159.3,216.8,86,13.9,1,2,677.1,301,136.3288590604027,60.604026845637584,0.020498451555817726,0,6.519294769689797,4.9223784804934265,4.120727239273632,1
0,0,0,165.8,96,190.0,144.0,116,10.9,3,5,510.7,356,133.22608695652173,92.8695652173913,0.0213015438733633,1,6.237738515811046,4.899525594294259,4.541906214585658,1
0,1,25,144.1,144,167.6,240.0,107,14.5,3,1,566.2,359,129.66412213740458,82.21374045801525,0.025564174894217206,0,6.340711975217918,4.872630077494513,4.421412483927207,0
0,0,0,172.5,85,253.1,221.6,113,5.9,6,0,653.1,275,96.9950495049505,40.84158415841584,0.009020027518728024,0,6.483260244967167,4.584916962139026,3.7338906813347426,0
0,0,0,199.8,138,167.1,271.8,94,5.5,4,1,644.2,327,175.69090909090912,89.18181818181819,0.008524488530688159,0,6.469560346251054,5.174401929733378,4.501827834486503,0
0,0,0,109.1,134,142.3,91.2,86,10.9,5,2,353.5,301,109.3298969072165,93.09278350515464,0.0307475317348378,0,5.870708345972182,4.703474940367867,4.544281354013495,0
0,0,0,171.8,106,301.7,139.4,108,9.7,5,1,622.6,263,161.01724137931035,68.01724137931035,0.015554842847979472,0,6.4355091371836215,5.087702757836646,4.234356348446155,0
0,0,0,222.3,101,286.0,249.4,117,12.1,4,1,769.8000000000001,333,168.56934306569346,72.91970802919708,0.015697976128697454,0,6.647428936540211,5.13326194679284,4.30297947750416,1
0,0,0,245.8,102,264.7,111.7,103,11.2,7,0,633.4000000000001,302,116.57668711656443,55.58282208588957,0.01765447667087011,0,6.452679670320638,4.767090777007893,4.035705442428957,0
0,0,0,164.6,110,270.6,230.4,109,8.0,3,0,673.6,325,138.41095890410958,66.78082191780821,0.011858879335902756,0,6.5141199226275495,4.93742611004354,4.216279292363987,0
0,0,0,211.7,107,271.7,203.3,108,7.4,7,0,694.1,299,223.90322580645162,96.45161290322581,0.010645950222989498,0,6.54405572010644,5.415670202154765,4.5793559769015255,0
1,1,16,147.2,103,160.1,184.0,120,7.7,2,0,498.99999999999994,321,100.4697986577181,64.63087248322148,0.015400000000000002,0,6.214608098422191,4.6197612040347416,4.184046202366816,1
1,0,0,254.7,103,252.2,178.1,103,8.0,3,0,693.0,289,127.54601226993864,53.190184049079754,0.011527377521613832,0,6.542471960506805,4.8562869123823456,3.99249978593837,1
1,0,0,170.1,113,271.8,110.7,78,8.7,4,1,561.3000000000001,289,135.79838709677423,69.91935483870968,0.015472167881913567,0,6.3320355152981564,4.918508214890687,4.261543384135718,0
0,0,0,195.1,91,261.5,203.8,90,11.4,5,0,671.8000000000001,243,203.57575757575762,73.63636363636364,0.01694411414982164,0,6.511448108658739,5.320938359575391,4.312627836654058,0
0,0,0,149.3,83,187.1,149.8,100,7.9,4,7,494.09999999999997,317,84.2215909090909,54.034090909090914,0.015956372450010102,1,6.204759762367377,4.445254816157208,4.007952827925023,1
1,1,25,191.1,109,149.6,227.8,60,9.8,3,0,578.3,292,100.86627906976743,50.93023255813954,0.016916968755394442,0,6.361820478102579,4.623660963673634,3.9499011361465954,0
0,0,0,206.9,115,224.4,197.4,60,8.3,2,3,637.0,263,124.90196078431373,51.568627450980394,0.013009404388714734,0,6.45833828334479,4.835503515069723,3.9621195055116334,0
0,0,0,239.0,156,273.0,278.2,93,13.5,8,1,803.7,363,184.0534351145038,83.1297709923664,0.016776438424257488,0,6.6904695371520875,5.220644621829305,4.4323604994903905,1
0,0,0,179.3,97,252.7,227.5,114,8.0,5,0,667.5,342,274.31506849315065,140.54794520547944,0.011967090501121914,0,6.505036396541998,5.617916145460513,4.952638495065964,0
0,0,0,185.3,91,219.1,243.6,107,5.5,5,0,653.5,291,198.03030303030303,88.18181818181819,0.008403361344537815,0,6.483871585349955,5.293457089665784,4.490677186766993,0
1,0,0,141.4,80,123.9,323.5,88,8.1,3,2,596.9,247,397.93333333333334,164.66666666666666,0.013547415955845458,0,6.393423515886859,5.988794318552103,5.109977737428519,0
0,0,0,152.5,131,252.4,185.4,104,4.9,3,2,595.1999999999999,345,184.0824742268041,106.70103092783505,0.008218718550821874,0,6.390576181243971,5.220801532367446,4.679359156334125,0
0,0,0,145.6,102,230.9,181.5,86,11.4,7,1,569.4,282,132.41860465116278,65.5813953488372,0.019985974754558208,0,6.346337869100086,4.893491588908309,4.198425189404553,0
0,0,0,164.2,116,196.2,236.1,119,8.1,1,1,604.6,389,238.65789473684214,153.55263157894737,0.013375165125495376,0,6.406219702123239,5.479212467841433,5.040534695796134,0
1,0,0,221.0,115,165.4,235.4,117,9.7,4,1,631.5,333,222.8823529411765,117.5294117647059,0.01533596837944664,0,6.4496802206016755,5.411120703799879,4.775161130324568,0
0,0,0,295.4,126,232.1,204.4,123,11.5,2,1,743.4,368,323.2173913043478,160.0,0.015448683503492747,0,6.612578524768096,5.781414251614645,5.081404364984463,1
0,0,0,139.8,98,174.9,201.6,135,9.4,7,2,525.7,383,129.2704918032787,94.18032786885246,0.017846971710651225,0,6.266631126489344,4.869612994963563,4.555773280411264,0
0,0,0,162.3,99,149.1,255.5,115,14.8,1,4,581.6999999999999,293,202.91860465116275,102.20930232558139,0.0253990046336022,1,6.367672474149028,5.317720917415785,4.636758987798976,1
0,0,0,272.7,97,236.4,235.5,105,7.7,2,0,752.3000000000001,299,212.91509433962267,84.62264150943396,0.010221691225275454,0,6.6244635548316495,5.36557918087127,4.449949751787665,1
1,1,33,200.3,75,226.6,198.8,91,12.9,3,2,638.6,236,118.25925925925925,43.7037037037037,0.020168855534709193,0,6.460842980959799,4.781299772534124,3.8000563550932025,0
1,1,12,135.8,60,200.6,192.4,98,12.3,7,2,541.0999999999999,299,200.40740740740736,110.74074074074073,0.022689540675152192,0,6.295450486266292,5.305329759188087,4.716181373154732,0
0,0,0,236.7,110,231.9,164.7,85,12.7,6,1,646.0,293,340.0,154.21052631578948,0.019629057187017,0,6.472346294500901,5.831882477283517,5.044782429648836,0
0,0,0,111.4,133,175.0,217.2,106,5.5,6,3,509.09999999999997,311,60.12992125984251,36.732283464566926,0.010782199568712018,0,6.23460678492888,4.113001455962633,3.630516053336694,0
1,1,28,156.1,89,107.1,167.7,95,14.7,3,0,445.59999999999997,301,99.02222222222221,66.88888888888889,0.032915360501567396,0,6.101663339406057,4.605392383522613,4.217872381835376,1
0,0,0,191.1,93,282.8,84.8,118,12.0,4,2,570.6999999999999,271,116.46938775510202,55.306122448979586,0.02099002973587546,0,6.348614378269925,4.766177769896632,4.030803276106659,0
0,0,0,205.4,101,134.9,310.5,83,10.3,2,3,661.0999999999999,263,112.68749999999999,44.82954545454546,0.015556562452801695,0,6.4954166019308,4.733453456278341,3.824928980395162,0
1,0,0,225.2,111,184.9,143.2,146,9.9,1,0,563.1999999999999,356,95.45762711864406,60.33898305084745,0.01754696915987239,0,6.3354087985678955,4.569103814697404,4.116415579658023,1
0,0,0,249.9,127,254.5,273.2,98,8.9,6,2,786.4999999999999,349,240.76530612244895,106.83673469387756,0.011301587301587304,0,6.668863370699788,5.4879674461759045,4.680618367531589,1
0,0,0,131.6,89,137.0,256.3,107,10.2,5,3,535.1000000000001,310,163.80612244897964,94.89795918367346,0.019026301063234465,0,6.284320710833493,5.104769767567942,4.563284700992189,0
0,0,0,275.8,103,189.5,223.9,93,7.4,5,2,696.6,309,110.57142857142858,49.04761904761905,0.010607798165137615,0,6.54764587259477,4.714665000784373,3.9129749331535284,1
0,1,40,142.9,105,88.6,290.0,96,10.8,6,1,532.3,268,97.37195121951218,49.02439024390244,0.02025126570410651,0,6.279084117606557,4.5887557148419456,3.9125106913680727,0
0,0,0,207.2,113,256.0,211.0,87,9.9,1,1,684.1,281,143.51748251748253,58.95104895104895,0.01445044519048314,0,6.529564813008854,4.973400486514393,4.093528378418848,0
0,0,0,206.2,100,211.2,196.2,122,10.2,6,1,623.8,346,115.5185185185185,64.07407407407408,0.016325224071702945,0,6.437431598525476,4.758050217613894,4.175526222182768,0
1,1,38,225.7,117,119.6,193.2,125,14.0,7,1,552.5,371,134.75609756097563,90.48780487804879,0.025293586269196026,0,6.316261752148692,4.9108598753815285,4.51620568337758,1
0,1,33,167.8,91,205.3,130.0,132,14.5,4,4,517.6,318,76.11764705882354,46.76470588235294,0.02795989201696876,1,6.251132873104564,4.345332139707484,3.866286996105462,1
0,0,0,197.7,118,152.2,221.0,93,7.0,3,2,577.9,310,190.5164835164835,102.1978021978022,0.012091898428053204,0,6.361129751084959,5.254973880720483,4.636647556287763,0
0,1,39,169.8,105,65.2,144.4,92,10.9,4,1,390.29999999999995,317,96.7685950413223,78.59504132231405,0.027855865065167396,0,5.969474529216367,4.5826034113756915,4.376951795964123,0
0,1,28,190.6,104,237.3,211.6,116,9.8,1,2,649.3,326,165.07627118644066,82.88135593220339,0.015069967707212058,0,6.477433794875106,5.1124471478133895,4.429403371046167,0
0,1,45,80.3,140,153.3,309.2,123,12.8,3,2,555.5999999999999,367,141.25423728813558,93.30508474576271,0.022996766079770036,0,6.3218468490917905,4.957615860177108,4.546535109137614,0
0,0,0,69.1,114,230.3,256.7,96,6.5,4,0,562.5999999999999,323,79.61320754716981,45.70754716981132,0.011533002129169625,0,6.334344780024525,4.389662501437624,3.843905761249356,0
0,0,0,188.8,60,217.4,220.1,100,8.2,7,4,634.5000000000001,231,128.61486486486487,46.82432432432432,0.01290322580645161,1,6.454412090629509,4.864567475372223,3.8675343871412937,0
0,0,0,150.6,125,169.1,221.2,104,10.4,8,8,551.3,363,124.3533834586466,81.8796992481203,0.018830345826543547,1,6.314091376907141,4.831136816331339,4.4173901497415615,1
