State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn
HI,35.0,415,No,No,0,124.2,102.0,123.9,115.0,135.7,100,13.1,8.0,2.0,False
WY,64.0,415,No,No,0,206.2,76.0,232.4,76.0,251.6,96,13.6,2.0,1.0,False
WV,63.0,510,No,No,0,132.9,122.0,67.0,62.0,160.4,121,9.9,2.0,3.0,False
OK,117.0,415,No,Yes,31,104.9,115.0,237.6,125.0,263.4,104,7.7,6.0,3.0,False
CT,115.0,415,No,No,0,245.0,97.0,250.7,75.0,270.2,124,13.7,8.0,1.0,True
UT,162.0,408,No,No,0,184.5,118.0,224.0,95.0,180.5,82,11.6,3.0,1.0,False
NY,89.0,415,No,No,0,89.5,66.0,179.3,104.0,225.1,116,12.3,1.0,3.0,False
VA,94.0,415,Yes,No,0,235.6,131.0,194.8,107.0,170.6,93,8.6,4.0,1.0,False
VT,129.0,408,No,No,0,186.0,127.0,262.3,96.0,98.9,63,11.5,6.0,3.5,False
PA,96.0,510,No,No,0,179.5,125.0,162.3,139.0,264.5,133,6.6,2.0,1.0,False
SC,108.0,415,No,No,0,112.0,105.0,193.7,110.0,208.9,93,4.1,4.0,3.5,True
MI,97.0,408,No,Yes,32,168.4,129.0,225.9,97.0,191.8,95,8.5,7.0,0.0,False
VT,84.0,415,No,Yes,42,214.3,112.0,188.2,107.0,333.5,117,11.3,10.0,0.0,False
OH,65.0,415,No,No,0,245.7,139.0,241.9,113.0,285.3,117,4.2,5.0,3.5,True
VT,131.0,415,No,Yes,34,156.6,134.0,71.0,95.0,261.7,120,13.4,10.0,1.0,False
IL,58.0,415,Yes,Yes,43,142.8,96.0,272.3,100.0,193.4,105,8.9,4.0,1.0,False
WI,54.0,415,No,No,0,116.8,119.0,123.1,123.0,217.5,101,12.0,2.0,1.0,False
GA,125.0,415,No,Yes,39,236.1,107.0,289.2,110.0,175.4,107,9.1,4.0,2.0,False
VT,72.0,415,No,Yes,21,138.1,113.0,260.1,83.0,135.4,118,8.2,2.0,2.0,False
CT,141.0,408,No,No,0,51.9,108.0,162.0,83.0,223.5,115,10.1,3.0,3.0,False
AZ,113.0,510,No,No,0,81.3,116.0,220.6,124.0,235.7,113,8.9,3.0,0.0,False
SD,20.0,415,No,Yes,35,171.5,98.0,153.1,127.0,165.6,125,7.1,3.0,0.0,False
CT,206.5,415,No,No,0,126.0,96.0,144.3,80.0,302.8,102,7.6,3.0,1.0,False
IN,99.0,415,Yes,No,0,197.2,127.0,156.0,92.0,204.1,99,9.9,6.0,3.5,False
OH,94.0,510,No,No,0,194.1,62.0,227.2,54.0,190.4,115,15.3,4.0,1.0,False
NY,40.0,510,No,No,0,115.7,105.0,127.8,113.0,107.5,91,9.3,6.0,1.0,False
NE,86.0,510,No,Yes,29,157.2,118.0,196.3,136.0,226.7,109,8.4,5.0,3.0,False
OK,101.0,415,No,No,0,269.7,85.0,207.6,86.0,214.2,107,4.5,10.5,3.0,True
HI,105.0,510,No,No,0,227.4,121.0,268.5,89.0,143.3,82,13.0,4.0,1.0,False
MD,140.0,415,Yes,Yes,27,188.9,124.0,160.9,102.0,197.7,100,11.5,5.0,3.5,False
VT,101.0,510,No,No,0,34.64999999999996,46.5,192.1,119.0,168.8,95,7.2,4.0,1.0,False
TX,98.0,408,No,Yes,19,110.5,87.0,227.8,97.0,243.6,84,11.0,4.0,1.0,False
AZ,104.0,408,No,No,0,167.6,116.0,219.2,112.0,215.9,94,11.7,2.0,3.5,False
VA,115.0,415,No,No,0,132.0,90.0,197.5,75.0,175.8,114,3.1000000000000005,0.0,3.0,False
NE,70.0,415,No,No,0,213.4,86.0,204.7,77.0,256.6,101,5.7,4.0,1.0,False
KY,126.0,510,No,No,0,175.4,120.0,98.3,71.0,201.9,93,10.6,1.0,0.0,False
NV,87.0,510,No,Yes,39,82.6,113.0,224.4,63.0,163.6,88,9.5,1.0,3.0,False
MO,86.0,415,No,No,0,125.5,139.0,269.8,93.0,235.8,110,8.9,8.0,1.0,False
NJ,1.0,415,No,Yes,30,183.1,95.0,232.6,110.0,248.3,110,8.4,2.0,0.0,False
NH,133.0,408,No,No,0,162.1,91.0,212.1,94.0,260.4,78,12.2,5.0,1.0,False
NC,103.0,510,No,No,0,166.6,84.0,192.4,91.0,167.9,115,7.7,6.0,1.0,False
MT,131.0,415,No,Yes,24,135.9,60.0,233.2,78.0,210.6,121,9.4,4.0,1.0,False
LA,99.0,510,No,No,0,142.3,89.0,204.5,95.0,203.1,114,9.1,1.0,0.0,False
NV,27.0,510,No,No,0,177.6,121.0,296.8,92.0,192.9,106,7.6,3.0,3.0,False
AK,141.0,408,No,No,0,83.2,74.0,190.6,104.0,150.5,79,10.7,7.0,1.0,False
OH,29.0,415,Yes,Yes,37,235.0,101.0,183.3,79.0,139.8,106,5.7,7.0,2.0,False
NM,65.0,415,No,No,0,105.7,95.0,141.8,100.0,180.5,105,6.6,10.5,2.0,False
MI,81.0,415,Yes,No,0,149.4,68.0,171.9,98.0,214.5,97,17.5,3.0,3.0,True
MN,37.0,415,No,Yes,20,264.7,81.0,216.5,110.0,210.7,102,10.4,7.0,0.0,False
WY,107.0,510,No,Yes,31,160.3,46.5,221.5,70.0,261.6,109,5.6,1.0,1.0,False
WY,127.0,415,Yes,Yes,28,95.9,117.0,159.5,131.0,152.8,132,10.4,3.0,1.0,False
WA,78.0,408,No,No,0,140.7,77.0,195.2,114.0,252.9,107,11.7,5.0,0.0,False
RI,176.0,415,No,No,0,250.9,108.0,171.4,100.0,148.6,85,9.6,6.0,2.0,False
AL,96.0,415,Yes,No,0,200.6,117.0,289.5,120.0,98.3,95,11.2,5.0,2.0,False
WV,11.0,510,No,Yes,38,209.8,130.0,196.6,84.0,233.0,79,7.0,7.0,1.0,False
WV,48.0,415,No,Yes,34,198.0,70.0,273.7,121.0,217.9,71,7.6,4.0,1.0,False
UT,47.0,408,No,Yes,37,112.8,150.0,243.9,97.0,178.7,112,13.2,6.0,2.0,False
IL,89.0,415,Yes,Yes,19,112.6,114.0,261.7,132.0,123.5,116,11.1,2.0,0.0,True
MI,83.0,510,No,Yes,26,226.4,117.0,234.7,97.0,133.6,82,10.8,7.0,1.0,False
WI,126.0,415,Yes,Yes,34,244.9,118.0,219.6,105.0,210.8,136,9.7,6.0,3.5,False
ND,60.0,510,No,No,0,203.2,99.0,235.8,131.0,224.9,112,15.1,6.0,2.0,False
VT,122.0,415,No,No,0,136.7,115.0,243.1,137.0,188.9,110,8.6,4.0,0.0,False
WA,136.0,408,No,No,0,152.6,97.0,208.9,85.0,119.1,99,5.0,10.0,1.0,False
NC,172.0,408,No,Yes,47,274.9,102.0,186.6,118.0,245.0,123,8.8,2.0,1.0,False
ME,102.0,510,No,No,0,195.7,116.0,209.1,87.0,201.1,73,8.3,3.0,1.0,True
SD,113.0,415,Yes,No,0,204.3,82.0,188.8,115.0,139.4,97,9.2,7.0,1.0,False
WV,79.0,415,No,No,0,222.3,99.0,146.2,82.0,275.6,82,8.9,4.0,3.0,False
ID,55.0,510,No,Yes,8,222.5,104.0,171.5,94.0,337.75,114,9.7,2.0,1.0,False
GA,160.0,415,No,No,0,174.3,105.0,171.3,107.0,220.8,131,8.3,2.0,0.0,False
FL,110.0,415,No,No,0,242.5,110.0,162.3,140.0,184.1,86,7.8,3.0,3.5,False
CO,192.0,415,No,No,0,221.6,101.0,285.2,50.0,167.4,83,12.7,6.0,3.5,False
NV,93.0,408,No,No,0,114.3,100.0,221.1,103.0,126.3,88,10.9,9.0,0.0,False
IN,101.0,415,No,Yes,33,219.7,137.0,186.8,94.0,184.5,113,9.5,2.0,2.0,False
VA,77.0,510,No,No,0,144.9,136.0,151.3,115.0,252.4,73,12.3,3.0,2.0,False
UT,105.0,415,No,Yes,40,236.5,111.0,117.0,110.0,221.1,115,8.1,3.0,2.0,False
UT,133.0,408,No,Yes,44,174.0,80.0,209.4,113.0,224.1,87,14.1,7.0,2.0,True
MO,131.0,408,No,No,0,109.5,95.0,332.1,48.0,258.6,108,6.6,7.0,1.0,False
CT,106.0,510,No,Yes,33,81.6,120.0,235.6,85.0,150.9,113,9.9,4.0,1.0,False
HI,118.0,415,No,No,0,133.4,113.0,121.0,92.0,254.7,129,5.9,4.0,1.0,False
MD,125.0,408,No,No,0,137.1,94.0,209.8,83.0,238.4,114,8.6,4.0,1.0,False
VA,95.0,415,No,No,0,197.0,88.0,190.4,68.0,211.9,104,16.1,8.0,0.0,False
MT,80.0,415,No,No,0,198.1,154.5,156.7,87.0,182.1,76,9.3,3.0,3.0,False
SC,145.0,408,No,No,0,39.5,78.0,264.3,106.0,185.8,90,10.0,6.0,0.0,False
CO,37.0,408,No,No,0,199.5,107.0,207.5,110.0,83.9,123,8.1,4.0,2.0,False
ID,87.0,415,No,No,0,156.8,93.0,215.8,68.0,223.3,77,7.6,6.0,1.0,False
AL,69.0,415,No,No,0,183.4,85.0,237.6,100.0,228.0,94,9.0,5.0,3.0,False
CO,83.0,510,No,No,0,132.4,120.0,121.6,101.0,197.7,84,8.6,2.0,1.0,False
UT,195.0,415,No,No,0,63.2,108.0,220.2,88.0,184.0,99,5.1,3.0,0.0,False
DE,67.0,415,Yes,Yes,35,181.1,59.0,215.9,116.0,216.3,106,16.9,4.0,0.0,True
OH,75.0,510,No,Yes,27,117.5,102.0,206.8,127.0,194.4,114,4.2,7.0,3.0,False
RI,123.0,415,No,Yes,27,218.7,79.0,163.4,78.0,173.8,116,15.0,1.0,0.0,False
FL,41.0,415,No,Yes,41,207.3,95.0,137.3,120.0,115.7,74,5.9,3.0,1.0,False
OH,75.0,415,No,No,0,150.6,99.0,301.5,83.0,158.7,104,8.1,5.0,0.0,False
MD,76.0,415,Yes,No,0,273.3,66.0,263.6,121.0,165.2,84,12.0,7.0,1.0,True
IL,86.0,415,Yes,No,0,266.1,120.0,182.0,92.0,206.5,103,10.3,4.0,1.0,False
PA,140.0,408,No,No,0,112.8,89.0,156.7,65.0,249.6,85,16.3,6.0,0.0,False
AZ,70.0,415,No,No,0,104.7,112.0,82.2,104.0,169.4,110,15.8,7.0,3.0,False
HI,118.0,415,No,No,0,253.2,122.0,201.0,78.0,195.3,108,9.7,7.0,2.0,False
NJ,66.0,415,No,Yes,16,174.7,92.0,232.1,105.0,305.4,98,8.9,2.0,1.0,False
WI,78.0,408,No,No,0,87.0,102.0,193.6,64.0,205.8,120,11.0,5.0,0.0,False
MD,129.0,415,No,Yes,34,204.5,79.0,132.8,113.0,190.1,117,14.8,9.0,2.0,False
OR,6.0,408,No,No,0,226.5,93.0,152.1,122.0,164.4,98,9.4,4.0,3.0,False
NV,107.0,510,Yes,No,0,234.1,91.0,163.1,105.0,282.5,100,10.0,3.0,1.0,False
AR,107.0,415,Yes,No,0,133.3,106.0,182.9,89.0,241.1,123,12.9,2.0,3.0,True
MT,138.0,415,No,No,0,133.9,87.0,166.4,110.0,193.5,139,15.4,3.0,1.0,False
CT,103.0,510,No,No,0,160.2,104.0,138.9,70.0,312.5,97,9.7,2.0,0.0,False
UT,116.0,415,No,Yes,44,230.6,94.0,224.1,103.0,244.0,76,11.1,2.0,0.0,False
GA,189.0,408,No,No,0,227.4,84.0,176.0,81.0,206.1,120,6.3,4.0,2.0,False
NV,161.0,415,No,No,0,72.8,120.0,267.1,120.0,222.5,91,11.8,2.0,2.0,False
TN,1.0,415,No,No,0,196.1,107.0,296.5,82.0,211.5,91,7.0,2.0,1.0,False
DE,89.0,408,No,No,0,197.1,110.0,165.9,115.0,227.3,106,12.8,3.0,1.0,False
NY,64.0,408,No,No,0,219.6,126.0,303.3,100.0,154.5,65,9.7,5.0,1.0,False
MT,126.0,415,No,Yes,30,153.4,90.0,151.4,97.0,153.8,97,12.8,4.0,3.5,True
IA,129.0,415,No,No,0,216.0,85.0,186.9,114.0,210.7,109,4.9,10.0,2.0,False
VT,128.0,510,No,Yes,32,222.9,136.0,262.0,80.0,191.4,101,10.8,4.0,0.0,False
MT,114.0,510,No,No,0,189.8,101.0,147.7,80.0,172.7,121,10.6,5.0,1.0,False
NH,50.0,408,No,No,0,154.7,102.0,298.0,108.0,210.2,95,11.1,3.0,0.0,False
WV,86.0,415,No,No,0,136.4,104.0,202.5,110.0,230.7,86,11.5,1.0,3.0,False
ID,96.0,408,No,No,0,170.5,86.0,277.5,88.0,162.5,117,12.2,6.0,1.0,False
WV,57.0,415,Yes,Yes,17,236.5,94.0,163.1,94.0,236.7,117,12.2,3.0,2.0,False
OH,65.0,510,No,No,0,153.9,117.0,220.1,122.0,280.5,147,8.5,3.0,2.0,False
MD,136.0,415,No,No,0,252.4,74.0,167.9,81.0,248.3,110,10.7,3.0,2.0,False
MN,116.0,408,No,No,0,197.9,84.0,168.1,113.0,239.8,145,12.0,6.0,1.0,False
NE,93.0,408,No,No,0,152.4,74.0,274.6,88.0,252.2,120,6.6,5.0,3.0,False
MN,142.0,510,No,Yes,40,237.4,105.0,175.9,93.0,210.3,110,9.2,3.0,3.0,False
NY,92.0,408,No,No,0,265.6,82.0,180.7,75.0,211.1,113,8.6,2.0,1.0,False
HI,70.0,415,No,No,0,197.3,91.0,305.8,81.0,171.0,105,6.7,6.0,1.0,False
MO,22.0,408,No,Yes,14,199.1,100.0,221.8,103.0,65.7,91,4.2,1.0,1.0,False
NV,37.0,415,No,No,0,233.7,114.0,207.9,109.0,212.7,101,12.0,2.0,2.0,False
MA,51.0,415,No,No,0,183.1,99.0,160.1,107.0,311.8,121,7.0,3.0,1.0,False
NH,174.0,408,No,No,0,139.4,96.0,143.4,108.0,225.2,107,10.0,5.0,2.0,False
UT,68.0,415,No,No,0,213.9,112.0,260.5,100.0,233.8,97,8.4,3.0,1.0,True
FL,130.0,415,No,No,0,207.1,70.0,200.1,115.0,194.2,100,12.4,2.0,1.0,False
CT,134.0,408,No,No,0,177.2,91.0,228.7,105.0,194.3,113,8.9,3.0,2.0,False
KY,108.0,415,No,Yes,35,169.8,136.0,173.7,101.0,214.6,105,9.5,7.0,2.0,False
NM,103.0,415,No,No,0,173.5,83.0,244.3,65.0,221.6,66,9.7,2.0,3.0,False
ND,62.0,510,No,No,0,159.9,100.0,172.2,99.0,263.2,109,5.6,4.0,1.0,False
NV,162.0,415,No,No,0,115.1,89.0,196.8,111.0,212.4,98,11.4,3.0,2.0,False
ID,42.0,415,No,No,0,92.2,108.0,211.2,120.0,129.1,73,13.1,6.0,1.0,False
OK,155.0,415,No,Yes,23,243.9,112.0,133.0,106.0,213.7,123,13.4,10.5,2.0,False
IA,36.0,510,No,No,0,117.1,94.0,235.4,117.0,221.3,108,9.0,2.0,0.0,False
OH,143.0,415,No,No,0,223.3,99.0,167.1,128.0,203.0,84,4.5,4.0,0.0,True
IA,81.0,510,No,No,0,261.4,141.0,215.7,102.0,271.8,96,8.0,6.0,1.0,True
DE,138.0,510,Yes,No,0,46.5,104.0,186.0,114.0,167.5,95,9.6,4.0,3.5,True
CA,103.0,415,No,Yes,18,149.9,84.0,170.9,84.0,171.5,112,11.5,7.0,0.0,True
WY,127.0,510,Yes,No,0,242.2,102.0,226.1,80.0,252.0,96,13.9,5.0,2.0,True
OR,136.0,510,No,No,0,259.4,99.0,172.7,125.0,293.7,78,10.7,6.0,1.0,True
ME,99.0,415,No,No,0,222.4,102.0,185.8,89.0,237.7,81,12.0,8.0,2.0,False
AR,95.0,415,No,No,0,69.4,79.0,190.8,109.0,219.9,102,8.9,5.0,0.0,False
ME,118.0,408,Yes,Yes,21,156.5,122.0,209.2,125.0,158.7,81,11.1,3.0,3.5,True
WV,113.0,415,No,No,0,61.2,111.0,92.3,88.0,197.4,114,13.7,3.0,3.5,True
PA,128.0,408,Yes,No,0,245.2,112.0,101.5,101.0,152.3,116,10.7,5.0,0.0,False
HI,117.0,408,No,No,0,102.3,100.0,135.2,104.0,199.7,93,15.7,10.0,3.0,False
MT,48.0,415,No,Yes,36,230.9,92.0,167.6,121.0,270.0,87,7.6,4.0,3.0,False
DC,81.0,510,Yes,No,0,227.4,105.0,211.5,120.0,258.2,113,11.9,3.0,0.0,False
MS,140.0,408,No,No,0,162.6,98.0,206.2,109.0,141.6,66,8.2,2.0,1.0,False
OH,107.0,510,No,Yes,38,219.4,92.0,180.5,73.0,104.1,91,11.0,1.0,2.0,False
MO,56.0,415,No,No,0,137.2,111.0,165.9,119.0,182.3,72,14.3,4.0,1.0,False
TX,159.0,415,No,No,0,87.7,103.0,278.2,97.0,170.6,93,10.5,10.0,1.0,False
MD,102.0,415,No,No,0,271.1,80.0,172.0,133.0,169.2,105,10.3,5.0,1.0,False
SC,106.0,408,No,No,0,52.2,106.0,220.1,113.0,112.3,95,11.4,2.0,2.0,False
MI,206.5,415,No,No,0,165.4,106.0,273.7,109.0,210.0,93,8.7,3.0,0.0,True
CO,86.0,415,No,No,0,217.8,93.0,214.7,95.0,228.7,70,11.3,7.0,0.0,False
ID,169.0,415,No,No,0,235.7,79.0,136.9,85.0,220.9,97,13.3,10.0,1.0,False
AZ,122.0,510,No,Yes,22,204.5,92.0,139.6,121.0,205.0,103,8.6,5.0,2.0,False
MN,52.0,415,No,Yes,32,130.1,68.0,247.2,77.0,289.4,87,13.5,5.0,2.0,False
DE,79.0,415,No,Yes,34,103.7,100.0,236.3,78.0,256.6,102,14.8,4.0,2.0,False
MI,135.0,415,No,No,0,239.9,91.0,177.1,104.0,217.2,118,5.9,3.0,2.0,False
CA,37.0,415,No,No,0,191.1,69.0,129.2,113.0,207.5,117,12.9,1.0,0.0,False
MN,161.0,415,No,Yes,39,218.5,76.0,112.7,94.0,205.1,121,7.3,4.0,1.0,False
CT,123.0,415,No,No,0,128.7,126.0,117.6,94.0,198.4,132,10.8,5.0,0.0,False
WV,80.0,415,No,Yes,38,236.6,69.0,197.5,68.0,209.5,102,9.5,10.0,2.0,False
WV,94.0,415,No,No,0,85.9,113.0,226.7,91.0,279.6,110,15.6,10.5,0.0,False
NE,105.0,415,No,Yes,27,141.2,96.0,167.7,94.0,274.4,101,11.4,2.0,1.0,False
NC,73.0,415,No,Yes,31,194.4,104.0,176.0,84.0,230.1,110,11.5,3.0,0.0,False
NE,112.0,415,No,No,0,167.6,100.0,154.5,90.0,281.4,107,17.3,3.0,2.0,False
IL,179.0,408,No,No,0,234.5,134.0,164.2,94.0,191.4,72,6.1,4.0,1.0,False
MA,57.0,510,No,No,0,154.2,78.0,196.7,85.0,253.5,97,10.1,9.0,1.0,False
AZ,127.0,415,No,Yes,14,143.2,99.0,169.9,91.0,221.6,77,11.6,1.0,1.0,False
SD,122.0,415,Yes,Yes,40,216.4,80.0,249.7,90.0,185.9,99,12.7,4.0,1.0,False
MT,33.0,510,No,Yes,35,161.9,85.0,151.2,82.0,191.0,131,8.5,2.0,1.0,False
VT,94.0,408,No,No,0,118.7,90.0,205.1,57.0,172.2,100,10.4,6.0,3.0,False
UT,100.0,408,No,No,0,179.1,123.0,196.6,132.0,186.7,116,10.2,10.0,1.0,False
HI,106.0,415,No,No,0,147.9,97.0,209.3,99.0,162.1,80,8.8,5.0,2.0,False
DC,148.0,415,No,Yes,38,209.2,110.0,116.6,73.0,109.6,105,16.5,4.0,2.0,False
WI,120.0,415,No,Yes,29,244.3,140.0,322.3,89.0,166.8,83,10.6,6.0,0.0,False
UT,91.0,415,No,Yes,34,175.3,96.0,262.3,122.0,143.9,76,5.6,10.5,1.0,False
WA,86.0,510,No,No,0,150.5,92.0,120.3,95.0,271.2,96,9.0,2.0,1.0,False
SD,78.0,415,No,Yes,25,197.4,73.0,295.7,113.0,211.7,73,13.2,2.0,0.0,False
MT,94.0,510,No,No,0,163.5,136.0,143.7,111.0,253.4,82,12.6,5.0,1.0,False
NJ,85.0,415,No,No,0,236.9,93.0,197.7,113.0,309.1,78,11.4,7.0,2.0,True
CT,89.0,415,No,No,0,82.3,77.0,167.2,80.0,194.7,70,7.2,4.0,1.0,False
VA,128.0,415,No,No,0,216.0,111.0,153.7,115.0,227.0,74,12.7,4.0,1.0,False
NC,115.0,415,Yes,No,0,180.0,119.0,198.8,126.0,217.1,70,12.4,3.0,1.0,False
AK,76.0,415,No,No,0,143.7,55.0,173.1,108.0,239.1,95,5.8,6.0,1.0,False
MD,75.0,415,No,Yes,39,198.2,107.0,280.4,132.0,129.6,73,11.3,7.0,1.0,False
ND,82.0,415,No,Yes,29,163.8,77.0,134.9,112.0,79.3,95,8.8,2.0,2.0,False
IN,87.0,510,No,No,0,189.5,113.0,204.9,100.0,221.7,93,13.4,3.0,1.0,False
MI,115.0,415,No,Yes,26,155.2,110.0,230.9,133.0,261.6,100,4.5,4.0,0.0,False
AR,99.0,510,Yes,No,0,242.3,102.0,338.35,102.0,163.1,93,11.3,3.0,0.0,True
VT,121.0,415,Yes,Yes,44,254.1,127.0,180.2,108.0,196.2,129,8.7,4.0,3.0,False
WV,54.0,510,No,Yes,33,112.0,90.0,208.0,112.0,150.3,83,11.3,4.0,2.0,False
CT,95.0,415,No,No,0,198.4,113.0,235.9,144.0,325.6,99,10.1,3.0,0.0,False
OR,163.0,408,No,Yes,25,219.6,99.0,210.4,99.0,242.7,88,13.8,8.0,2.0,False
VT,57.0,415,No,No,0,169.6,96.0,234.7,112.0,285.4,83,11.2,4.0,0.0,False
RI,104.0,408,Yes,No,0,160.4,73.0,293.9,103.0,306.6,90,12.6,5.0,3.5,False
RI,83.0,415,No,Yes,20,95.0,89.0,167.9,92.0,200.6,79,11.2,2.0,0.0,False
NM,141.0,415,No,No,0,160.1,87.0,256.7,120.0,270.0,107,7.0,1.0,2.0,False
AL,95.0,415,No,No,0,194.6,114.0,232.8,106.0,173.4,92,3.8,2.0,3.0,False
MT,184.0,415,No,No,0,236.4,73.0,287.3,120.0,192.0,94,13.8,4.0,1.0,True
CT,74.0,408,No,No,0,157.1,95.0,213.1,46.5,280.4,77,7.6,3.0,2.0,False
TN,67.0,415,No,No,0,179.8,125.0,173.2,86.0,272.8,97,10.9,4.0,0.0,False
ID,104.0,415,Yes,No,0,148.2,108.0,161.8,113.0,259.3,103,11.0,4.0,0.0,False
NH,149.0,415,No,No,0,119.2,88.0,168.3,110.0,204.7,119,12.2,6.0,3.5,True
ND,154.0,408,No,Yes,35,224.0,102.0,192.0,99.0,163.1,100,9.6,2.0,0.0,False
SC,138.0,510,No,Yes,21,34.64999999999996,149.0,140.9,109.0,179.7,111,7.9,1.0,0.0,False
KS,117.0,415,No,No,0,184.8,83.0,248.6,101.0,133.1,113,9.6,8.0,1.0,False
ME,130.0,408,No,No,0,176.3,140.0,201.0,104.0,161.9,123,11.3,5.0,1.0,False
RI,73.0,415,No,No,0,241.7,115.0,168.5,133.0,169.8,122,11.1,2.0,2.0,False
WI,100.0,510,No,Yes,38,224.7,121.0,294.0,131.0,290.0,61,9.8,6.0,0.0,False
NC,149.0,510,No,No,0,207.3,115.0,198.4,82.0,114.1,83,8.6,4.0,1.0,False
OH,29.0,408,No,No,0,196.8,81.0,168.0,110.0,132.6,98,12.7,7.0,2.0,False
WY,131.0,510,No,No,0,110.9,74.0,115.6,90.0,190.5,114,15.8,9.0,1.0,False
NJ,153.0,510,No,No,0,122.5,145.0,273.3,103.0,197.8,71,8.0,3.0,2.0,False
ND,84.0,510,No,No,0,226.9,144.0,201.6,122.0,130.2,121,13.2,5.0,2.0,False
WI,133.0,510,No,No,0,187.0,65.0,141.4,128.0,238.2,108,10.0,8.0,2.0,False
NY,87.0,415,No,No,0,204.8,101.0,161.0,80.0,285.7,89,9.5,3.0,0.0,False
MO,72.0,415,No,No,0,165.9,114.0,235.9,97.0,210.1,120,12.0,5.0,2.0,False
MN,65.0,510,No,Yes,29,158.1,104.0,322.2,81.0,210.0,96,8.9,6.0,1.0,False
CO,74.0,415,No,No,0,225.2,93.0,215.1,120.0,241.8,95,9.1,2.0,2.0,False
MD,116.0,408,No,No,0,159.4,79.0,179.5,88.0,167.8,71,9.7,2.0,3.5,True
AR,68.0,510,No,No,0,172.7,95.0,139.1,90.0,174.3,99,11.7,1.0,2.0,False
TN,68.0,415,No,No,0,222.8,99.0,175.8,85.0,202.0,111,11.0,3.0,3.0,False
DE,54.0,415,Yes,No,0,214.1,77.0,240.5,94.0,188.9,75,10.1,3.0,1.0,False
WI,107.0,408,No,No,0,134.0,104.0,174.5,94.0,311.1,79,7.3,3.0,3.0,False
MN,173.0,510,No,No,0,291.8,143.0,214.3,134.0,151.2,119,9.9,2.0,0.0,True
MO,110.0,408,No,No,0,222.7,94.0,105.8,98.0,214.8,78,13.5,4.0,1.0,False
VA,102.0,510,No,No,0,174.5,79.0,236.8,136.0,270.4,110,8.5,5.0,0.0,False
OK,91.0,408,No,Yes,31,273.0,78.0,215.5,98.0,104.7,114,9.6,2.0,1.0,False
CT,64.0,415,Yes,No,0,225.3,134.0,108.2,87.0,139.6,132,17.3,9.0,1.0,True
TN,176.0,415,No,Yes,23,283.2,130.0,162.6,74.0,177.7,104,7.2,6.0,1.0,False
WI,84.0,510,No,Yes,12,89.7,87.0,138.6,73.0,165.8,114,10.7,2.0,1.0,False
SD,138.0,510,No,No,0,127.1,102.0,247.7,106.0,207.7,75,5.0,3.0,3.0,False
ND,101.0,415,No,Yes,28,105.9,132.0,231.7,107.0,281.3,120,10.7,5.0,1.0,False
VA,136.0,408,No,No,0,142.3,79.0,158.0,113.0,177.5,75,6.0,10.5,2.0,False
UT,111.0,510,No,No,0,191.3,80.0,138.5,94.0,246.0,107,6.4,3.0,2.0,False
MA,132.0,408,No,Yes,36,201.9,93.0,156.3,75.0,131.3,92,13.7,5.0,0.0,False
SD,128.0,415,No,No,0,247.3,91.0,182.7,60.0,143.2,112,14.7,2.0,3.0,False
AL,92.0,408,No,Yes,38,242.2,96.0,159.7,144.0,210.0,108,8.9,1.0,1.0,False
AL,197.0,415,Yes,No,0,127.3,80.0,222.3,115.0,173.9,95,13.7,5.0,3.5,True
SC,99.0,415,No,Yes,33,179.1,93.0,238.3,102.0,165.7,96,10.6,1.0,2.0,False
FL,106.0,415,No,Yes,31,197.4,125.0,123.4,110.0,115.6,101,12.3,4.0,3.0,False
UT,78.0,415,No,No,0,193.1,85.0,172.1,105.0,129.6,119,10.2,1.0,0.0,False
NY,98.0,408,No,No,0,171.7,99.0,174.8,87.0,189.6,130,7.8,6.0,1.0,False
MS,17.0,408,No,Yes,35,198.5,123.0,270.6,74.0,209.9,130,8.1,10.0,1.0,False
NH,56.0,415,No,Yes,24,121.7,87.0,184.0,76.0,266.6,98,12.7,3.0,1.0,False
VA,84.0,415,No,No,0,130.2,105.0,278.0,60.0,305.4,74,14.0,6.0,2.0,False
VT,95.0,510,No,No,0,203.4,96.0,168.6,61.0,173.0,105,13.7,3.0,2.0,False
NV,76.0,510,Yes,No,0,241.0,120.0,231.8,96.0,220.2,67,9.9,1.0,1.0,True
WV,93.0,415,No,No,0,141.7,95.0,221.0,100.0,227.1,71,10.2,3.0,0.0,False
WA,83.0,408,No,No,0,134.8,96.0,167.2,78.0,161.5,123,7.7,5.0,2.0,False
KS,123.0,415,No,No,0,163.1,119.0,249.4,51.0,168.2,77,9.0,10.0,1.0,False
VT,64.0,408,No,No,0,145.5,116.0,228.4,110.0,273.4,91,8.9,8.0,1.0,False
OK,82.0,510,No,No,0,325.45000000000005,73.0,208.3,120.0,267.1,102,10.6,6.0,0.0,True
CO,110.0,510,No,No,0,131.9,93.0,272.7,106.0,192.8,105,7.1,4.0,1.0,False
TN,47.0,415,No,Yes,30,196.6,93.0,241.4,140.0,226.0,118,12.9,4.0,2.0,False
KY,115.0,510,No,No,0,99.7,107.0,145.1,96.0,149.4,99,14.1,4.0,2.0,False
